REG,PROV,CODAT,DESC,CESSUFFSC,CESSUFFSP,CESSUFFDI,CESSUFFAF,CESSUFFTOT,Anno
LOM,MN,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",0,0,61,10,71,2024
LOM,MN,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,0,1,0,1,2024
LOM,MN,A 03,Pesca e acquacoltura                                        ,0,0,1,0,1,2024
LOM,MN,B   ,Estrazione di minerali da cave e miniere                    ,0,0,0,0,0,2024
LOM,MN,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2024
LOM,MN,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2024
LOM,MN,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2024
LOM,MN,B 08,Altre attività di estrazione di minerali da cave e miniere  ,0,0,0,0,0,2024
LOM,MN,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2024
LOM,MN,C   ,Attività manifatturiere                                     ,10,0,97,9,116,2024
LOM,MN,C 10,Industrie alimentari                                        ,0,0,0,1,1,2024
LOM,MN,C 11,Industria delle bevande                                     ,0,0,0,0,0,2024
LOM,MN,C 12,Industria del tabacco                                       ,0,0,0,0,0,2024
LOM,MN,C 13,Industrie tessili                                           ,0,0,4,0,4,2024
LOM,MN,C 14,Confezione di articoli di abbigliamento; confezione di ar...,2,0,55,0,57,2024
LOM,MN,C 15,Fabbricazione di articoli in pelle e simili                 ,0,0,3,0,3,2024
LOM,MN,C 16,Industria del legno e dei prodotti in legno e sughero (es...,2,0,1,0,3,2024
LOM,MN,C 17,Fabbricazione di carta e di prodotti di carta               ,1,0,1,1,3,2024
LOM,MN,C 18,Stampa e riproduzione di supporti registrati                ,0,0,0,0,0,2024
LOM,MN,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2024
LOM,MN,C 20,Fabbricazione di prodotti chimici                           ,1,0,0,0,1,2024
LOM,MN,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,0,0,0,0,0,2024
LOM,MN,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,0,0,1,0,1,2024
LOM,MN,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,1,0,1,0,2,2024
LOM,MN,C 24,Metallurgia                                                 ,0,0,0,0,0,2024
LOM,MN,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,2,0,20,6,28,2024
LOM,MN,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,0,0,0,0,0,2024
LOM,MN,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,0,0,0,0,0,2024
LOM,MN,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,1,0,2,0,3,2024
LOM,MN,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",0,0,0,0,0,2024
LOM,MN,C 30,Fabbricazione di altri mezzi di trasporto                   ,0,0,0,0,0,2024
LOM,MN,C 31,Fabbricazione di mobili                                     ,0,0,1,0,1,2024
LOM,MN,C 32,Altre industrie manifatturiere                              ,0,0,2,0,2,2024
LOM,MN,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",0,0,6,1,7,2024
LOM,MN,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,1,0,1,2024
LOM,MN,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,1,0,1,2024
LOM,MN,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",0,0,0,1,1,2024
LOM,MN,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2024
LOM,MN,E 37,Gestione delle reti fognarie                                ,0,0,0,0,0,2024
LOM,MN,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",0,0,0,1,1,2024
LOM,MN,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2024
LOM,MN,F   ,Costruzioni                                                 ,10,0,216,11,237,2024
LOM,MN,F 41,Costruzione di edifici                                      ,5,0,23,6,34,2024
LOM,MN,F 42,Ingegneria civile                                           ,0,0,0,0,0,2024
LOM,MN,F 43,Lavori di costruzione specializzati                         ,5,0,193,5,203,2024
LOM,MN,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,15,0,197,3,215,2024
LOM,MN,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,4,0,38,0,42,2024
LOM,MN,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,6,0,60,2,68,2024
LOM,MN,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,5,0,99,1,105,2024
LOM,MN,H   ,Trasporto e magazzinaggio                                   ,0,0,14,21,35,2024
LOM,MN,H 49,Trasporto terrestre e mediante condotte                     ,0,0,9,2,11,2024
LOM,MN,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2024
LOM,MN,H 51,Trasporto aereo                                             ,0,0,0,0,0,2024
LOM,MN,H 52,Magazzinaggio e attività di supporto ai trasporti           ,0,0,3,19,22,2024
LOM,MN,H 53,Servizi postali e attività di corriere                      ,0,0,2,0,2,2024
LOM,MN,I   ,Attività dei servizi alloggio e ristorazione                ,3,0,53,2,58,2024
LOM,MN,I 55,Alloggio                                                    ,0,0,1,0,1,2024
LOM,MN,I 56,Attività dei servizi di ristorazione                        ,3,0,52,2,57,2024
LOM,MN,J   ,Servizi di informazione e comunicazione                     ,5,0,4,1,10,2024
LOM,MN,J 58,Attività editoriali                                         ,1,0,0,0,1,2024
LOM,MN,J 59,"Attività di produzione cinematografica, di video e di pro...",0,0,1,0,1,2024
LOM,MN,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2024
LOM,MN,J 61,Telecomunicazioni                                           ,0,0,0,0,0,2024
LOM,MN,J 62,"Produzione di software, consulenza informatica e attività...",2,0,2,0,4,2024
LOM,MN,J 63,Attività dei servizi d'informazione e altri servizi infor...,2,0,1,1,4,2024
LOM,MN,K   ,Attività finanziarie e assicurative                         ,0,0,9,0,9,2024
LOM,MN,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,0,0,0,0,0,2024
LOM,MN,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,0,0,0,0,2024
LOM,MN,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,0,0,9,0,9,2024
LOM,MN,L   ,Attivita' immobiliari                                       ,1,0,2,1,4,2024
LOM,MN,L 68,Attivita' immobiliari                                       ,1,0,2,1,4,2024
LOM,MN,M   ,"Attività professionali, scientifiche e tecniche             ",1,0,28,1,30,2024
LOM,MN,M 69,Attività legali e contabilità                               ,0,0,0,0,0,2024
LOM,MN,M 70,Attività di direzione aziendale e di consulenza gestional...,1,0,4,0,5,2024
LOM,MN,M 71,Attività degli studi di architettura e d'ingegneria; coll...,0,0,5,0,5,2024
LOM,MN,M 72,Ricerca scientifica e sviluppo                              ,0,0,0,0,0,2024
LOM,MN,M 73,Pubblicità e ricerche di mercato                            ,0,0,10,0,10,2024
LOM,MN,M 74,"Altre attività professionali, scientifiche e tecniche       ",0,0,9,1,10,2024
LOM,MN,M 75,Servizi veterinari                                          ,0,0,0,0,0,2024
LOM,MN,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",1,0,41,6,48,2024
LOM,MN,N 77,Attività di noleggio e leasing operativo                    ,0,0,1,0,1,2024
LOM,MN,N 78,"Attività di ricerca, selezione, fornitura di personale      ",0,0,0,0,0,2024
LOM,MN,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",0,0,0,0,0,2024
LOM,MN,N 80,Servizi di vigilanza e investigazione                       ,1,0,0,0,1,2024
LOM,MN,N 81,Attività di servizi per edifici e paesaggio                 ,0,0,16,5,21,2024
LOM,MN,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,0,0,24,1,25,2024
LOM,MN,O   ,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2024
LOM,MN,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2024
LOM,MN,P   ,Istruzione                                                  ,0,0,2,1,3,2024
LOM,MN,P 85,Istruzione                                                  ,0,0,2,1,3,2024
LOM,MN,Q   ,Sanita' e assistenza sociale                                ,0,0,1,3,4,2024
LOM,MN,Q 86,Assistenza sanitaria                                        ,0,0,0,0,0,2024
LOM,MN,Q 87,Servizi di assistenza sociale residenziale                  ,0,0,0,0,0,2024
LOM,MN,Q 88,Assistenza sociale non residenziale                         ,0,0,1,3,4,2024
LOM,MN,R   ,"Attività artistiche, sportive, di intrattenimento e diver...",0,0,4,5,9,2024
LOM,MN,R 90,"Attività creative, artistiche e di intrattenimento          ",0,0,1,3,4,2024
LOM,MN,R 91,"Attività di biblioteche, archivi, musei ed altre attività...",0,0,0,0,0,2024
LOM,MN,R 92,"Attività riguardanti le lotterie, le scommesse, le case d...",0,0,1,0,1,2024
LOM,MN,R 93,"Attività sportive, di intrattenimento e di divertimento     ",0,0,2,2,4,2024
LOM,MN,S   ,Altre attività di servizi                                   ,0,0,12,2,14,2024
LOM,MN,S 94,Attività di organizzazioni associative                      ,0,0,0,0,0,2024
LOM,MN,S 95,Riparazione di computer e di beni per uso personale e per...,0,0,2,1,3,2024
LOM,MN,S 96,Altre attività di servizi per la persona                    ,0,0,10,1,11,2024
LOM,MN,T   ,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2024
LOM,MN,T 97,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2024
LOM,MN,T 98,Produzione di beni e servizi indifferenziati per uso prop...,0,0,0,0,0,2024
LOM,MN,U   ,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2024
LOM,MN,U 99,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2024
LOM,MN,XX  ,Imprese non classificate                                    ,8,0,38,7,53,2024
LOM,MN,TOT ,TOTALE                                                      ,54,0,782,84,920,2024
LOM,LC,A   ,"Agricoltura, silvicoltura pesca                             ",0,0,0,0,0,2024
LOM,LC,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",0,0,0,0,0,2024
LOM,LC,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,0,0,0,0,2024
LOM,LC,A 03,Pesca e acquacoltura                                        ,0,0,0,0,0,2024
LOM,LC,B   ,Estrazione di minerali da cave e miniere                    ,0,0,0,0,0,2024
LOM,LC,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2024
LOM,LC,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2024
LOM,LC,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2024
LOM,LC,B 08,Altre attività di estrazione di minerali da cave e miniere  ,0,0,0,0,0,2024
LOM,LC,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2024
LOM,LC,C   ,Attività manifatturiere                                     ,0,0,0,3,3,2024
LOM,LC,C 10,Industrie alimentari                                        ,0,0,0,1,1,2024
LOM,LC,C 11,Industria delle bevande                                     ,0,0,0,0,0,2024
LOM,LC,C 12,Industria del tabacco                                       ,0,0,0,0,0,2024
LOM,LC,C 13,Industrie tessili                                           ,0,0,0,0,0,2024
LOM,LC,C 14,Confezione di articoli di abbigliamento; confezione di ar...,0,0,0,0,0,2024
LOM,LC,C 15,Fabbricazione di articoli in pelle e simili                 ,0,0,0,0,0,2024
LOM,LC,C 16,Industria del legno e dei prodotti in legno e sughero (es...,0,0,0,0,0,2024
LOM,LC,C 17,Fabbricazione di carta e di prodotti di carta               ,0,0,0,0,0,2024
LOM,LC,C 18,Stampa e riproduzione di supporti registrati                ,0,0,0,0,0,2024
LOM,LC,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2024
LOM,LC,C 20,Fabbricazione di prodotti chimici                           ,0,0,0,0,0,2024
LOM,LC,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,0,0,0,0,0,2024
LOM,LC,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,0,0,0,0,0,2024
LOM,LC,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,0,0,0,0,0,2024
LOM,LC,C 24,Metallurgia                                                 ,0,0,0,0,0,2024
LOM,LC,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,0,0,0,2,2,2024
LOM,LC,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,0,0,0,0,0,2024
LOM,LC,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,0,0,0,0,0,2024
LOM,LC,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,0,0,0,0,0,2024
LOM,LC,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",0,0,0,0,0,2024
LOM,LC,C 30,Fabbricazione di altri mezzi di trasporto                   ,0,0,0,0,0,2024
LOM,LC,C 31,Fabbricazione di mobili                                     ,0,0,0,0,0,2024
LOM,LC,C 32,Altre industrie manifatturiere                              ,0,0,0,0,0,2024
LOM,LC,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",0,0,0,0,0,2024
LOM,LC,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2024
LOM,LC,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2024
LOM,LC,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",0,0,0,0,0,2024
LOM,LC,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2024
LOM,LC,E 37,Gestione delle reti fognarie                                ,0,0,0,0,0,2024
LOM,LC,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",0,0,0,0,0,2024
LOM,LC,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2024
LOM,LC,F   ,Costruzioni                                                 ,0,0,0,12,12,2024
LOM,LC,F 41,Costruzione di edifici                                      ,0,0,0,9,9,2024
LOM,LC,F 42,Ingegneria civile                                           ,0,0,0,0,0,2024
LOM,LC,F 43,Lavori di costruzione specializzati                         ,0,0,0,3,3,2024
LOM,LC,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,1,0,0,1,2,2024
LOM,LC,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,0,0,0,0,0,2024
LOM,LC,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,0,0,0,0,0,2024
LOM,LC,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,1,0,0,1,2,2024
LOM,LC,H   ,Trasporto e magazzinaggio                                   ,0,0,0,2,2,2024
LOM,LC,H 49,Trasporto terrestre e mediante condotte                     ,0,0,0,0,0,2024
LOM,LC,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2024
LOM,LC,H 51,Trasporto aereo                                             ,0,0,0,0,0,2024
LOM,LC,H 52,Magazzinaggio e attività di supporto ai trasporti           ,0,0,0,2,2,2024
LOM,LC,H 53,Servizi postali e attività di corriere                      ,0,0,0,0,0,2024
LOM,LC,I   ,Attività dei servizi alloggio e ristorazione                ,0,0,0,0,0,2024
LOM,LC,I 55,Alloggio                                                    ,0,0,0,0,0,2024
LOM,LC,I 56,Attività dei servizi di ristorazione                        ,0,0,0,0,0,2024
LOM,LC,J   ,Servizi di informazione e comunicazione                     ,0,0,0,1,1,2024
LOM,LC,J 58,Attività editoriali                                         ,0,0,0,0,0,2024
LOM,LC,J 59,"Attività di produzione cinematografica, di video e di pro...",0,0,0,0,0,2024
LOM,LC,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2024
LOM,LC,J 61,Telecomunicazioni                                           ,0,0,0,0,0,2024
LOM,LC,J 62,"Produzione di software, consulenza informatica e attività...",0,0,0,1,1,2024
LOM,LC,J 63,Attività dei servizi d'informazione e altri servizi infor...,0,0,0,0,0,2024
LOM,LC,K   ,Attività finanziarie e assicurative                         ,0,0,0,0,0,2024
LOM,LC,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,0,0,0,0,0,2024
LOM,LC,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,0,0,0,0,2024
LOM,LC,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,0,0,0,0,0,2024
LOM,LC,L   ,Attivita' immobiliari                                       ,0,0,0,1,1,2024
LOM,LC,L 68,Attivita' immobiliari                                       ,0,0,0,1,1,2024
LOM,LC,M   ,"Attività professionali, scientifiche e tecniche             ",0,0,0,2,2,2024
LOM,LC,M 69,Attività legali e contabilità                               ,0,0,0,1,1,2024
LOM,LC,M 70,Attività di direzione aziendale e di consulenza gestional...,0,0,0,0,0,2024
LOM,LC,M 71,Attività degli studi di architettura e d'ingegneria; coll...,0,0,0,0,0,2024
LOM,LC,M 72,Ricerca scientifica e sviluppo                              ,0,0,0,1,1,2024
LOM,LC,M 73,Pubblicità e ricerche di mercato                            ,0,0,0,0,0,2024
LOM,LC,M 74,"Altre attività professionali, scientifiche e tecniche       ",0,0,0,0,0,2024
LOM,LC,M 75,Servizi veterinari                                          ,0,0,0,0,0,2024
LOM,LC,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",0,0,0,5,5,2024
LOM,LC,N 77,Attività di noleggio e leasing operativo                    ,0,0,0,0,0,2024
LOM,LC,N 78,"Attività di ricerca, selezione, fornitura di personale      ",0,0,0,0,0,2024
LOM,LC,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",0,0,0,0,0,2024
LOM,LC,N 80,Servizi di vigilanza e investigazione                       ,0,0,0,0,0,2024
LOM,LC,N 81,Attività di servizi per edifici e paesaggio                 ,0,0,0,3,3,2024
LOM,LC,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,0,0,0,2,2,2024
LOM,LC,O   ,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2024
LOM,LC,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2024
LOM,LC,P   ,Istruzione                                                  ,0,0,0,0,0,2024
LOM,LC,P 85,Istruzione                                                  ,0,0,0,0,0,2024
LOM,LC,Q   ,Sanita' e assistenza sociale                                ,0,0,0,2,2,2024
LOM,LC,Q 86,Assistenza sanitaria                                        ,0,0,0,1,1,2024
LOM,LC,Q 87,Servizi di assistenza sociale residenziale                  ,0,0,0,0,0,2024
LOM,LC,Q 88,Assistenza sociale non residenziale                         ,0,0,0,1,1,2024
LOM,LC,R   ,"Attività artistiche, sportive, di intrattenimento e diver...",0,0,0,0,0,2024
LOM,LC,R 90,"Attività creative, artistiche e di intrattenimento          ",0,0,0,0,0,2024
LOM,LC,R 91,"Attività di biblioteche, archivi, musei ed altre attività...",0,0,0,0,0,2024
LOM,LC,R 92,"Attività riguardanti le lotterie, le scommesse, le case d...",0,0,0,0,0,2024
LOM,LC,R 93,"Attività sportive, di intrattenimento e di divertimento     ",0,0,0,0,0,2024
LOM,LC,S   ,Altre attività di servizi                                   ,0,0,0,0,0,2024
LOM,LC,S 94,Attività di organizzazioni associative                      ,0,0,0,0,0,2024
LOM,LC,S 95,Riparazione di computer e di beni per uso personale e per...,0,0,0,0,0,2024
LOM,LC,S 96,Altre attività di servizi per la persona                    ,0,0,0,0,0,2024
LOM,LC,T   ,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2024
LOM,LC,T 97,Attività di famiglie e convivenze come datori di lavoro p...,0,0,0,0,0,2024
LOM,LC,T 98,Produzione di beni e servizi indifferenziati per uso prop...,0,0,0,0,0,2024
LOM,LC,U   ,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2024
LOM,LC,U 99,Organizzazioni ed organismi extraterritoriali               ,0,0,0,0,0,2024
LOM,LC,XX  ,Imprese non classificate                                    ,0,0,0,11,11,2024
LOM,LC,TOT ,TOTALE                                                      ,1,0,0,40,41,2024
LOM,LO,A   ,"Agricoltura, silvicoltura pesca                             ",0,0,0,3,3,2024
LOM,LO,A 01,"Coltivazioni agricole e produzione di prodotti animali, c...",0,0,0,3,3,2024
LOM,LO,A 02,Silvicoltura ed utilizzo di aree forestali                  ,0,0,0,0,0,2024
LOM,LO,A 03,Pesca e acquacoltura                                        ,0,0,0,0,0,2024
LOM,LO,B   ,Estrazione di minerali da cave e miniere                    ,0,0,0,0,0,2024
LOM,LO,B 05,Estrazione di carbone (esclusa torba)                       ,0,0,0,0,0,2024
LOM,LO,B 06,Estraz.di petrolio greggio e di gas naturale                ,0,0,0,0,0,2024
LOM,LO,B 07,Estrazione di minerali metalliferi                          ,0,0,0,0,0,2024
LOM,LO,B 08,Altre attività di estrazione di minerali da cave e miniere  ,0,0,0,0,0,2024
LOM,LO,B 09,Attività dei servizi di supporto all'estrazione             ,0,0,0,0,0,2024
LOM,LO,C   ,Attività manifatturiere                                     ,16,13,0,4,33,2024
LOM,LO,C 10,Industrie alimentari                                        ,0,2,0,1,3,2024
LOM,LO,C 11,Industria delle bevande                                     ,0,0,0,0,0,2024
LOM,LO,C 12,Industria del tabacco                                       ,0,0,0,0,0,2024
LOM,LO,C 13,Industrie tessili                                           ,0,0,0,0,0,2024
LOM,LO,C 14,Confezione di articoli di abbigliamento; confezione di ar...,1,1,0,0,2,2024
LOM,LO,C 15,Fabbricazione di articoli in pelle e simili                 ,1,0,0,0,1,2024
LOM,LO,C 16,Industria del legno e dei prodotti in legno e sughero (es...,0,1,0,0,1,2024
LOM,LO,C 17,Fabbricazione di carta e di prodotti di carta               ,1,1,0,0,2,2024
LOM,LO,C 18,Stampa e riproduzione di supporti registrati                ,1,0,0,0,1,2024
LOM,LO,C 19,Fabbricazione di coke e prodotti derivanti dalla raffinaz...,0,0,0,0,0,2024
LOM,LO,C 20,Fabbricazione di prodotti chimici                           ,0,0,0,0,0,2024
LOM,LO,C 21,Fabbricazione di prodotti farmaceutici di base e di prepa...,0,0,0,0,0,2024
LOM,LO,C 22,Fabbricazione di articoli in gomma e materie plastiche      ,0,0,0,0,0,2024
LOM,LO,C 23,Fabbricazione di altri prodotti della lavorazione di miner..,1,3,0,0,4,2024
LOM,LO,C 24,Metallurgia                                                 ,0,0,0,0,0,2024
LOM,LO,C 25,Fabbricazione di prodotti in metallo (esclusi macchinari ...,5,1,0,0,6,2024
LOM,LO,C 26,Fabbricazione di computer e prodotti di elettronica e ott...,0,0,0,1,1,2024
LOM,LO,C 27,Fabbricazione di apparecchiature elettriche ed apparecchi...,2,2,0,1,5,2024
LOM,LO,C 28,Fabbricazione di macchinari ed apparecchiature nca          ,3,2,0,0,5,2024
LOM,LO,C 29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",0,0,0,0,0,2024
LOM,LO,C 30,Fabbricazione di altri mezzi di trasporto                   ,0,0,0,0,0,2024
LOM,LO,C 31,Fabbricazione di mobili                                     ,0,0,0,0,0,2024
LOM,LO,C 32,Altre industrie manifatturiere                              ,1,0,0,0,1,2024
LOM,LO,C 33,"Riparazione, manutenzione ed installazione di macchine ed...",0,0,0,1,1,2024
LOM,LO,D   ,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2024
LOM,LO,D 35,"Fornitura di energia elettrica, gas, vapore e aria condiz...",0,0,0,0,0,2024
LOM,LO,E   ,"Fornitura di acqua; reti fognarie, attività di gestione d...",0,0,0,0,0,2024
LOM,LO,E 36,"Raccolta, trattamento e fornitura di acqua                  ",0,0,0,0,0,2024
LOM,LO,E 37,Gestione delle reti fognarie                                ,0,0,0,0,0,2024
LOM,LO,E 38,"Attività di raccolta, trattamento e smaltimento dei rifiu...",0,0,0,0,0,2024
LOM,LO,E 39,Attività di risanamento e altri servizi di gestione dei r...,0,0,0,0,0,2024
LOM,LO,F   ,Costruzioni                                                 ,4,4,0,31,39,2024
LOM,LO,F 41,Costruzione di edifici                                      ,2,3,0,23,28,2024
LOM,LO,F 42,Ingegneria civile                                           ,0,0,0,0,0,2024
LOM,LO,F 43,Lavori di costruzione specializzati                         ,2,1,0,8,11,2024
LOM,LO,G   ,Commercio all'ingrosso e al dettaglio; riparazione di aut...,12,13,0,2,27,2024
LOM,LO,G 45,Commercio all'ingrosso e al dettaglio e riparazione di au...,0,2,0,0,2,2024
LOM,LO,G 46,Commercio all'ingrosso (escluso quello di autoveicoli e d...,6,7,0,2,15,2024
LOM,LO,G 47,Commercio al dettaglio (escluso quello di autoveicoli e d...,6,4,0,0,10,2024
LOM,LO,H   ,Trasporto e magazzinaggio                                   ,2,1,0,24,27,2024
LOM,LO,H 49,Trasporto terrestre e mediante condotte                     ,2,1,0,7,10,2024
LOM,LO,H 50,Trasporto marittimo e per vie d'acqua                       ,0,0,0,0,0,2024
LOM,LO,H 51,Trasporto aereo                                             ,0,0,0,0,0,2024
LOM,LO,H 52,Magazzinaggio e attività di supporto ai trasporti           ,0,0,0,16,16,2024
LOM,LO,H 53,Servizi postali e attività di corriere                      ,0,0,0,1,1,2024
LOM,LO,I   ,Attività dei servizi alloggio e ristorazione                ,3,3,0,0,6,2024
LOM,LO,I 55,Alloggio                                                    ,0,0,0,0,0,2024
LOM,LO,I 56,Attività dei servizi di ristorazione                        ,3,3,0,0,6,2024
LOM,LO,J   ,Servizi di informazione e comunicazione                     ,0,0,0,1,1,2024
LOM,LO,J 58,Attività editoriali                                         ,0,0,0,0,0,2024
LOM,LO,J 59,"Attività di produzione cinematografica, di video e di pro...",0,0,0,0,0,2024
LOM,LO,J 60,Attività di programmazione e trasmissione                   ,0,0,0,0,0,2024
LOM,LO,J 61,Telecomunicazioni                                           ,0,0,0,1,1,2024
LOM,LO,J 62,"Produzione di software, consulenza informatica e attività...",0,0,0,0,0,2024
LOM,LO,J 63,Attività dei servizi d'informazione e altri servizi infor...,0,0,0,0,0,2024
LOM,LO,K   ,Attività finanziarie e assicurative                         ,0,2,0,0,2,2024
LOM,LO,K 64,Attività di servizi finanziari (escluse le assicurazioni ...,0,2,0,0,2,2024
LOM,LO,K 65,"Assicurazioni, riassicurazioni e fondi pensione (escluse ...",0,0,0,0,0,2024
LOM,LO,K 66,Attività ausiliarie dei servizi finanziari e delle attivi...,0,0,0,0,0,2024
LOM,LO,L   ,Attivita' immobiliari                                       ,7,2,0,8,17,2024
LOM,LO,L 68,Attivita' immobiliari                                       ,7,2,0,8,17,2024
LOM,LO,M   ,"Attività professionali, scientifiche e tecniche             ",0,0,0,0,0,2024
LOM,LO,M 69,Attività legali e contabilità                               ,0,0,0,0,0,2024
LOM,LO,M 70,Attività di direzione aziendale e di consulenza gestional...,0,0,0,0,0,2024
LOM,LO,M 71,Attività degli studi di architettura e d'ingegneria; coll...,0,0,0,0,0,2024
LOM,LO,M 72,Ricerca scientifica e sviluppo                              ,0,0,0,0,0,2024
LOM,LO,M 73,Pubblicità e ricerche di mercato                            ,0,0,0,0,0,2024
LOM,LO,M 74,"Altre attività professionali, scientifiche e tecniche       ",0,0,0,0,0,2024
LOM,LO,M 75,Servizi veterinari                                          ,0,0,0,0,0,2024
LOM,LO,N   ,"Noleggio, agenzie di viaggio, servizi di supporto alle im...",0,0,0,15,15,2024
LOM,LO,N 77,Attività di noleggio e leasing operativo                    ,0,0,0,0,0,2024
LOM,LO,N 78,"Attività di ricerca, selezione, fornitura di personale      ",0,0,0,1,1,2024
LOM,LO,N 79,"Attività dei servizi delle agenzie di viaggio, dei tour o...",0,0,0,0,0,2024
LOM,LO,N 80,Servizi di vigilanza e investigazione                       ,0,0,0,0,0,2024
LOM,LO,N 81,Attività di servizi per edifici e paesaggio                 ,0,0,0,7,7,2024
LOM,LO,N 82,Attività di supporto per le funzioni d'ufficio e altri se...,0,0,0,7,7,2024
LOM,LO,O   ,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2024
LOM,LO,O 84,Amministrazione pubblica e difesa; assicurazione sociale ...,0,0,0,0,0,2024
LOM,LO,P   ,Istruzione                                                  ,0,0,0,0,0,2024
